-8.0,6.639692630391787e-22
-7.999755855649653,-8.410491420400507e-23
-7.999511711299306,-2.3136646180743332e-23
-7.999267566948959,8.685182047087671e-23
-7.999023422598611,-1.9855192974333572e-23
-7.998779278248264,2.6944587750493824e-22
-7.998535133897917,-2.0946401513651623e-22
-7.99829098954757,-6.43102385540915e-23
-7.998046845197223,-3.637901160250199e-23
-7.997802700846876,4.43284754905164e-22
-7.997558556496529,-1.7950500331761136e-22
-7.997314412146181,-2.3943433617734316e-22
-7.997070267795834,3.7110428655854336e-22
-7.996826123445487,-4.407511067163685e-24
-7.99658197909514,2.870873344443559e-22
-7.996337834744793,-3.220091741928451e-22
-7.996093690394446,3.4459626589401875e-22
-7.995849546044099,-2.27405464279512e-22
-7.9956054016937514,-2.89605957006434e-22
-7.995361257343404,2.5241980562478335e-22
-7.995117112993057,-3.760743140553738e-22
-7.99487296864271,-6.29423507464791e-23
-7.994628824292363,3.2299808323152487e-22
-7.994384679942016,-2.8313687363337445e-22
-7.994140535591669,1.0755070731192238e-22
-7.9938963912413215,7.986052878024265e-23
-7.993652246890974,-4.983568130302109e-23
-7.993408102540627,1.2762722745621356e-22
-7.99316395819028,-2.5774624420936625e-22
-7.992919813839933,1.217616179423022e-23
-7.992675669489586,2.585229563421957e-22
-7.992431525139239,2.3071869477795816e-22
-7.9921873807888915,2.7015552339244383e-22
-7.991943236438544,-7.102205377044672e-23
-7.991699092088197,-1.3615850306996153e-22
-7.99145494773785,1.607073290015686e-22
-7.991210803387503,9.602800768891957e-23
-7.990966659037156,-1.8973420692719567e-23
-7.990722514686809,-2.5009437336068804e-22
-7.9904783703364615,2.9344658779159533e-22
-7.990234225986114,-5.983155454776361e-24
-7.989990081635767,2.95353441366081e-22
-7.98974593728542,3.745873966258079e-22
-7.989501792935073,6.13929577272495e-23
-7.989257648584726,-5.082076119278394e-22
-7.989013504234379,3.1450189690053057e-22
-7.9887693598840315,-3.622495656989446e-23
-7.988525215533684,-4.945720859707381e-22
